"business_id","Score","date","type"
88,,"20141016","Reinspection/Followup"
88,74,"20141014","Routine - Unscheduled"
88,,"20140319","Reinspection/Followup"
88,78,"20140211","Routine - Unscheduled"
88,,"20130528","Reinspection/Followup"
88,,"20130501","Reinspection/Followup"
88,85,"20130415","Routine - Unscheduled"
88,96,"20120827","Routine - Unscheduled"
95,85,"20141009","Routine - Unscheduled"
95,,"20140523","Reinspection/Followup"
95,86,"20140506","Routine - Unscheduled"
95,,"20130523","Reinspection/Followup"
95,90,"20130515","Routine - Unscheduled"
98,94,"20150629","Routine - Unscheduled"
98,96,"20140324","Routine - Unscheduled"
98,98,"20130819","Routine - Unscheduled"
98,,"20121211","Reinspection/Followup"
98,89,"20121204","Routine - Unscheduled"
99,76,"20150811","Routine - Unscheduled"
99,,"20130313","Reinspection/Followup"
99,90,"20130306","Routine - Unscheduled"
101,96,"20140902","Routine - Unscheduled"
101,100,"20131030","Routine - Unscheduled"
101,96,"20121210","Routine - Unscheduled"
102,100,"20150609","Routine - Unscheduled"
102,,"20140514","Reinspection/Followup"
102,91,"20140507","Routine - Unscheduled"
102,,"20130918","Reinspection/Followup"
102,94,"20130829","Routine - Unscheduled"
102,,"20130110","Reinspection/Followup"
102,,"20121219","Reinspection/Followup"
102,90,"20121206","Routine - Unscheduled"
108,94,"20150417","Routine - Unscheduled"
108,,"20131115","Reinspection/Followup"
108,80,"20131105","Routine - Unscheduled"
108,84,"20130206","Routine - Unscheduled"
111,92,"20150629","Routine - Unscheduled"
111,92,"20140324","Routine - Unscheduled"
111,90,"20130819","Routine - Unscheduled"
111,,"20121211","Reinspection/Followup"
111,86,"20121204","Routine - Unscheduled"
116,96,"20140910","Routine - Unscheduled"
116,,"20130423","Reinspection/Followup"
116,90,"20130416","Routine - Unscheduled"
116,,"20120912","Complaint"
116,,"20120912","Reinspection/Followup"
116,,"20120911","Complaint"
116,,"20120830","Complaint"
116,,"20120830","Complaint"
116,,"20120830","Complaint"
116,,"20120822","Reinspection/Followup"
121,,"20140820","Reinspection/Followup"
121,90,"20140813","Routine - Unscheduled"
121,,"20140212","Reinspection/Followup"
121,87,"20140129","Routine - Unscheduled"
121,96,"20130227","Routine - Unscheduled"
125,100,"20140915","Routine - Unscheduled"
125,96,"20130529","Routine - Unscheduled"
125,,"20121227","Complaint Reinspection/Followup"
125,,"20121204","Complaint"
125,,"20121203","Complaint"
125,,"20121102","Reinspection/Followup"
125,89,"20121024","Routine - Unscheduled"
126,,"20141103","Reinspection/Followup"
126,75,"20141028","Routine - Unscheduled"
126,70,"20140410","Routine - Unscheduled"
126,,"20130723","Reinspection/Followup"
126,82,"20130716","Routine - Unscheduled"
126,77,"20130415","Routine - Unscheduled"
130,100,"20140930","Routine - Unscheduled"
130,,"20140212","Reinspection/Followup"
130,100,"20140212","Routine - Unscheduled"
130,92,"20121109","Routine - Unscheduled"
132,86,"20150225","Routine - Unscheduled"
132,,"20140717","Reinspection/Followup"
132,88,"20140625","Routine - Unscheduled"
132,,"20130214","Reinspection/Followup"
132,,"20130207","Reinspection/Followup"
132,87,"20130131","Routine - Unscheduled"
134,98,"20150806","Routine - Unscheduled"
134,100,"20121206","Routine - Unscheduled"
140,96,"20140709","Routine - Unscheduled"
140,,"20131227","Non-inspection site visit"
140,,"20131206","Reinspection/Followup"
140,80,"20131122","Routine - Unscheduled"
140,100,"20121024","Routine - Unscheduled"
141,100,"20141017","Routine - Unscheduled"
141,98,"20140409","Routine - Unscheduled"
141,100,"20131003","Routine - Unscheduled"
141,,"20130613","Reinspection/Followup"
141,94,"20130422","Routine - Unscheduled"
141,,"20120814","Reinspection/Followup"
146,,"20150730","Reinspection/Followup"
146,91,"20150723","Routine - Unscheduled"
146,98,"20140429","Routine - Unscheduled"
146,,"20140416","Complaint"
146,94,"20131122","Routine - Unscheduled"
146,,"20130604","Reinspection/Followup"
146,98,"20130529","Routine - Unscheduled"
146,,"20121221","Reinspection/Followup"
146,96,"20121206","Routine - Unscheduled"
151,,"20150812","Complaint Reinspection/Followup"
151,,"20150701","Complaint Reinspection/Followup"
151,,"20150629","Complaint Reinspection/Followup"
151,87,"20150520","Routine - Unscheduled"
151,96,"20140312","Routine - Unscheduled"
151,98,"20130111","Routine - Unscheduled"
155,,"20150618","Reinspection/Followup"
155,87,"20150610","Routine - Unscheduled"
155,,"20140722","Reinspection/Followup"
155,94,"20140623","Routine - Unscheduled"
155,94,"20140224","Routine - Unscheduled"
155,94,"20130430","Routine - Unscheduled"
155,,"20121019","Reinspection/Followup"
155,96,"20120821","Routine - Unscheduled"
164,100,"20141017","Routine - Unscheduled"
164,100,"20140403","Routine - Unscheduled"
164,96,"20130729","Routine - Unscheduled"
164,100,"20121003","Routine - Unscheduled"
178,90,"20140730","Routine - Unscheduled"
178,96,"20140204","Routine - Unscheduled"
178,100,"20130110","Routine - Unscheduled"
179,94,"20140522","Routine - Unscheduled"
179,90,"20130828","Routine - Unscheduled"
179,88,"20121207","Routine - Unscheduled"
180,91,"20141104","Routine - Unscheduled"
180,100,"20140520","Routine - Unscheduled"
180,91,"20131021","Routine - Unscheduled"
180,,"20131021","Reinspection/Followup"
180,92,"20121213","Routine - Unscheduled"
184,96,"20140923","Routine - Unscheduled"
184,,"20121109","Reinspection/Followup"
184,98,"20121106","Routine - Unscheduled"
187,100,"20141023","Routine - Unscheduled"
187,100,"20140401","Routine - Unscheduled"
187,100,"20130905","Routine - Unscheduled"
187,100,"20121108","Routine - Unscheduled"
190,92,"20150327","Routine - Unscheduled"
190,98,"20140421","Routine - Unscheduled"
190,98,"20130625","Routine - Unscheduled"
190,98,"20121116","Routine - Unscheduled"
192,92,"20140813","Routine - Unscheduled"
192,,"20130501","Reinspection/Followup"
192,96,"20130419","Routine - Unscheduled"
194,,"20150429","Reinspection/Followup"
194,80,"20150420","Routine - Unscheduled"
194,90,"20140307","Routine - Unscheduled"
194,88,"20140305","Routine - Unscheduled"
194,90,"20130107","Routine - Unscheduled"
194,,"20121004","Non-inspection site visit"
198,94,"20150206","Routine - Unscheduled"
198,96,"20140505","Routine - Unscheduled"
198,,"20130917","Reinspection/Followup"
198,90,"20130904","Routine - Unscheduled"
198,100,"20121127","Routine - Unscheduled"
200,,"20150220","Reinspection/Followup"
200,87,"20150129","Routine - Unscheduled"
200,92,"20140317","Routine - Unscheduled"
200,,"20130830","Reinspection/Followup"
200,85,"20130710","Routine - Unscheduled"
200,,"20121119","Reinspection/Followup"
200,88,"20121024","Routine - Unscheduled"
208,,"20150224","Reinspection/Followup"
208,94,"20150212","Routine - Unscheduled"
208,,"20140603","Complaint"
208,,"20140415","Reinspection/Followup"
208,91,"20140313","Routine - Unscheduled"
208,92,"20130605","Routine - Unscheduled"
208,,"20121010","Non-inspection site visit"
208,,"20120831","Reinspection/Followup"
208,81,"20120823","Routine - Unscheduled"
216,100,"20150126","Routine - Unscheduled"
216,100,"20140626","Routine - Unscheduled"
216,100,"20131017","Routine - Unscheduled"
216,100,"20130306","Routine - Unscheduled"
217,94,"20140624","Routine - Unscheduled"
217,,"20140311","Complaint"
217,100,"20131209","Routine - Unscheduled"
217,100,"20130207","Routine - Unscheduled"
221,91,"20140122","Routine - Unscheduled"
221,,"20130801","Non-inspection site visit"
221,91,"20130724","Routine - Unscheduled"
221,91,"20130131","Routine - Unscheduled"
221,90,"20120815","Routine - Unscheduled"
226,,"20150430","Non-inspection site visit"
226,89,"20140910","Routine - Unscheduled"
226,,"20130403","Reinspection/Followup"
226,86,"20130326","Routine - Unscheduled"
226,,"20121025","Reinspection/Followup"
226,,"20120928","Reinspection/Followup"
226,94,"20120912","Routine - Unscheduled"
230,,"20150812","Complaint"
230,,"20150310","Reinspection/Followup"
230,78,"20150306","Routine - Unscheduled"
230,,"20140213","Reinspection/Followup"
230,,"20140213","Reinspection/Followup"
230,,"20140205","Complaint"
230,80,"20140205","Routine - Unscheduled"
230,,"20130226","Reinspection/Followup"
230,,"20130205","Reinspection/Followup"
230,,"20130125","Reinspection/Followup"
230,64,"20130124","Routine - Unscheduled"
231,,"20140911","Reinspection/Followup"
231,92,"20140902","Routine - Unscheduled"
231,92,"20140204","Routine - Unscheduled"
231,,"20130607","Reinspection/Followup"
231,85,"20130508","Routine - Unscheduled"
231,,"20121217","Reinspection/Followup"
231,85,"20121106","Routine - Unscheduled"
234,,"20150513","Reinspection/Followup"
234,82,"20150505","Routine - Unscheduled"
234,,"20140617","Reinspection/Followup"
234,79,"20140415","Routine - Unscheduled"
234,,"20130515","Reinspection/Followup"
234,86,"20130506","Routine - Unscheduled"
236,,"20150112","Reinspection/Followup"
236,88,"20141118","Routine - Unscheduled"
236,96,"20130522","Routine - Unscheduled"
236,94,"20121012","Routine - Unscheduled"
239,90,"20140507","Routine - Unscheduled"
239,,"20130919","Reinspection/Followup"
239,77,"20130917","Routine - Unscheduled"
239,,"20120831","Reinspection/Followup"
239,83,"20120830","Routine - Unscheduled"
240,,"20140822","Reinspection/Followup"
240,79,"20140724","Routine - Unscheduled"
240,79,"20140206","Routine - Unscheduled"
240,81,"20130523","Routine - Unscheduled"
240,,"20130116","Reinspection/Followup"
240,65,"20121213","Routine - Unscheduled"
247,,"20140918","Reinspection/Followup"
247,83,"20140909","Routine - Unscheduled"
247,94,"20140304","Routine - Unscheduled"
247,,"20121219","Reinspection/Followup"
247,89,"20121114","Routine - Unscheduled"
247,,"20121108","Non-inspection site visit"
251,96,"20140612","Routine - Unscheduled"
251,92,"20131113","Routine - Unscheduled"
251,88,"20130315","Routine - Unscheduled"
253,98,"20150217","Routine - Unscheduled"
253,100,"20140505","Routine - Unscheduled"
253,,"20140312","Non-inspection site visit"
253,98,"20131101","Routine - Unscheduled"
253,98,"20130501","Routine - Unscheduled"
253,98,"20121009","Routine - Unscheduled"
256,,"20150217","Non-inspection site visit"
256,98,"20140303","Routine - Unscheduled"
256,98,"20130319","Routine - Unscheduled"
258,98,"20150528","Routine - Unscheduled"
258,94,"20141003","Routine - Unscheduled"
258,96,"20140407","Routine - Unscheduled"
258,94,"20131017","Routine - Unscheduled"
258,94,"20130405","Routine - Unscheduled"
258,88,"20120905","Routine - Unscheduled"
260,92,"20141209","Routine - Unscheduled"
260,,"20140821","Non-inspection site visit"
260,,"20140808","Non-inspection site visit"
260,,"20140529","Reinspection/Followup"
260,86,"20140520","Routine - Unscheduled"
260,,"20140520","Complaint"
260,92,"20131119","Routine - Unscheduled"
260,87,"20130627","Routine - Unscheduled"
260,,"20130313","Reinspection/Followup"
260,,"20130211","Non-inspection site visit"
260,90,"20121211","Routine - Unscheduled"
264,98,"20150629","Routine - Unscheduled"
264,94,"20140324","Routine - Unscheduled"
264,,"20130819","Reinspection/Followup"
264,81,"20130819","Routine - Unscheduled"
264,,"20121214","Reinspection/Followup"
264,90,"20121205","Routine - Unscheduled"
267,,"20150804","Reinspection/Followup"
267,69,"20150730","Routine - Unscheduled"
267,93,"20140528","Routine - Unscheduled"
267,,"20130808","Reinspection/Followup"
267,,"20130801","Reinspection/Followup"
267,77,"20130731","Routine - Unscheduled"
267,,"20120823","Reinspection/Followup"
268,96,"20140829","Routine - Unscheduled"
268,98,"20140224","Routine - Unscheduled"
268,96,"20130805","Routine - Unscheduled"
268,,"20130108","Reinspection/Followup"
268,89,"20121203","Routine - Unscheduled"
272,72,"20141203","Routine - Unscheduled"
272,86,"20140422","Routine - Unscheduled"
272,94,"20131106","Routine - Unscheduled"
272,87,"20130514","Routine - Unscheduled"
272,,"20130107","Non-inspection site visit"
272,,"20121120","Non-inspection site visit"
272,,"20121108","Reinspection/Followup"
272,88,"20121029","Routine - Unscheduled"
273,,"20150526","Reinspection/Followup"
273,80,"20150519","Routine - Unscheduled"
273,,"20140910","Reinspection/Followup"
273,71,"20140813","Routine - Unscheduled"
273,,"20131212","Reinspection/Followup"
273,85,"20131118","Routine - Unscheduled"
273,,"20130123","Reinspection/Followup"
273,84,"20121213","Routine - Unscheduled"
275,,"20141017","Reinspection/Followup"
275,94,"20141006","Routine - Unscheduled"
275,96,"20140328","Routine - Unscheduled"
275,94,"20130712","Routine - Unscheduled"
275,87,"20130424","Routine - Unscheduled"
275,,"20120913","Reinspection/Followup"
275,87,"20120828","Routine - Unscheduled"
276,,"20150611","Non-inspection site visit"
276,98,"20140806","Routine - Unscheduled"
276,100,"20131216","Routine - Unscheduled"
276,100,"20130524","Routine - Unscheduled"
279,100,"20140909","Routine - Unscheduled"
279,98,"20140107","Routine - Unscheduled"
279,96,"20130716","Routine - Unscheduled"
279,100,"20121126","Routine - Unscheduled"
281,96,"20140905","Routine - Unscheduled"
281,93,"20130930","Routine - Unscheduled"
281,96,"20121017","Routine - Unscheduled"
283,,"20121107","Reinspection/Followup"
283,98,"20120924","Routine - Unscheduled"
283,,"20120924","Reinspection/Followup"
286,,"20140428","Complaint"
286,90,"20140327","Routine - Unscheduled"
286,,"20140313","Reinspection/Followup"
286,,"20140312","Reinspection/Followup"
286,,"20140312","New Construction"
286,,"20140108","New Construction"
286,,"20130809","Non-inspection site visit"
286,,"20130801","Non-inspection site visit"
286,,"20130801","Non-inspection site visit"
286,,"20130731","Reinspection/Followup"
286,,"20130726","Reinspection/Followup"
286,49,"20130725","Routine - Unscheduled"
286,,"20130304","Reinspection/Followup"
286,,"20130228","Reinspection/Followup"
286,60,"20130211","Routine - Unscheduled"
290,,"20141219","Reinspection/Followup"
290,80,"20141210","Routine - Unscheduled"
290,96,"20140409","Routine - Unscheduled"
290,,"20131104","Reinspection/Followup"
290,87,"20130930","Routine - Unscheduled"
290,,"20121017","Reinspection/Followup"
290,85,"20121009","Routine - Unscheduled"
298,,"20141125","New Construction"
298,,"20141124","New Construction"
298,,"20141114","New Construction"
298,94,"20140919","Routine - Unscheduled"
298,96,"20140121","Routine - Unscheduled"
298,94,"20130516","Routine - Unscheduled"
298,,"20120926","Reinspection/Followup"
298,94,"20120914","Routine - Unscheduled"
299,96,"20150309","Routine - Unscheduled"
299,92,"20140306","Routine - Unscheduled"
299,,"20130917","Reinspection/Followup"
299,86,"20130724","Routine - Unscheduled"
299,,"20130111","Reinspection/Followup"
299,75,"20121217","Routine - Unscheduled"
300,96,"20141126","Routine - Unscheduled"
300,,"20140630","Complaint"
300,96,"20140507","Routine - Unscheduled"
300,,"20130926","Reinspection/Followup"
300,,"20130903","Reinspection/Followup"
300,96,"20130823","Routine - Unscheduled"
300,90,"20130214","Routine - Unscheduled"
300,,"20130214","Complaint"
302,,"20150422","Reinspection/Followup"
302,,"20150420","Reinspection/Followup"
302,,"20150420","Reinspection/Followup"
302,,"20150417","Reinspection/Followup"
302,69,"20150408","Routine - Unscheduled"
302,94,"20140304","Routine - Unscheduled"
302,,"20140224","Reinspection/Followup"
302,94,"20121210","Routine - Unscheduled"
305,,"20141205","Reinspection/Followup"
305,85,"20141204","Routine - Unscheduled"
305,,"20141204","Reinspection/Followup"
305,88,"20140321","Routine - Unscheduled"
305,,"20131104","Reinspection/Followup"
305,96,"20130916","Routine - Unscheduled"
305,96,"20121203","Routine - Unscheduled"
315,,"20150519","Reinspection/Followup"
315,89,"20150518","Routine - Unscheduled"
315,,"20140514","Complaint"
315,,"20140324","Reinspection/Followup"
315,88,"20140310","Routine - Unscheduled"
315,,"20130906","Reinspection/Followup"
315,,"20130820","Reinspection/Followup"
315,90,"20130812","Routine - Unscheduled"
315,,"20121214","Reinspection/Followup"
315,92,"20121207","Routine - Unscheduled"
318,94,"20141107","Routine - Unscheduled"
318,94,"20140205","Routine - Unscheduled"
318,94,"20130729","Routine - Unscheduled"
318,,"20121218","Reinspection/Followup"
318,90,"20121019","Routine - Unscheduled"
320,84,"20150429","Routine - Unscheduled"
320,85,"20140611","Routine - Unscheduled"
320,85,"20131209","Routine - Unscheduled"
320,86,"20130715","Routine - Unscheduled"
320,82,"20120925","Routine - Unscheduled"
323,100,"20140114","Routine - Unscheduled"
323,98,"20130709","Routine - Unscheduled"
323,98,"20121001","Routine - Unscheduled"
325,,"20150105","Reinspection/Followup"
325,,"20141203","Reinspection/Followup"
325,67,"20141202","Routine - Unscheduled"
325,92,"20140306","Routine - Unscheduled"
325,92,"20131001","Routine - Unscheduled"
325,88,"20130710","Routine - Unscheduled"
325,,"20130502","Non-inspection site visit"
325,83,"20121017","Routine - Unscheduled"
326,88,"20140522","Routine - Unscheduled"
326,,"20140318","Reinspection/Followup"
326,79,"20131203","Routine - Unscheduled"
326,92,"20130103","Routine - Unscheduled"
328,94,"20140305","Routine - Unscheduled"
328,92,"20131010","Routine - Unscheduled"
328,90,"20130422","Routine - Unscheduled"
328,96,"20120927","Routine - Unscheduled"
335,76,"20150401","Routine - Unscheduled"
335,,"20140507","Reinspection/Followup"
335,79,"20140306","Routine - Unscheduled"
335,,"20130703","Reinspection/Followup"
335,,"20130625","Reinspection/Followup"
335,,"20130625","Non-inspection site visit"
335,,"20130619","Reinspection/Followup"
335,66,"20130617","Routine - Unscheduled"
335,,"20121012","Reinspection/Followup"
335,80,"20121009","Routine - Unscheduled"
337,94,"20140402","Routine - Unscheduled"
337,,"20140325","Non-inspection site visit"
337,78,"20130624","Routine - Unscheduled"
337,,"20121227","Reinspection/Followup"
337,,"20121203","Reinspection/Followup"
337,86,"20121116","Routine - Unscheduled"
337,,"20121116","Complaint"
379,100,"20141202","Routine - Unscheduled"
379,,"20140324","Complaint"
379,89,"20140317","Routine - Unscheduled"
379,,"20131204","Reinspection/Followup"
379,80,"20131118","Routine - Unscheduled"
379,91,"20130329","Routine - Unscheduled"
383,100,"20150223","Routine - Unscheduled"
383,88,"20140822","Routine - Unscheduled"
383,,"20130930","Reinspection/Followup"
383,92,"20130919","Routine - Unscheduled"
383,,"20130117","Reinspection/Followup"
383,94,"20130110","Routine - Unscheduled"
384,88,"20140506","Routine - Unscheduled"
384,94,"20130722","Routine - Unscheduled"
384,94,"20121210","Routine - Unscheduled"
385,,"20150413","Non-inspection site visit"
385,90,"20150410","Routine - Unscheduled"
385,,"20150130","Complaint"
385,,"20150130","Complaint"
385,,"20150129","Complaint"
385,,"20150113","Complaint"
385,,"20150108","Complaint"
385,,"20150105","Complaint"
385,90,"20140306","Routine - Unscheduled"
385,,"20130807","Complaint Reinspection/Followup"
385,,"20130730","Complaint"
385,100,"20130415","Routine - Unscheduled"
385,94,"20120917","Routine - Unscheduled"
386,83,"20141024","Routine - Unscheduled"
386,90,"20140424","Routine - Unscheduled"
386,,"20130903","Reinspection/Followup"
386,83,"20130827","Routine - Unscheduled"
386,,"20130124","Complaint Reinspection/Followup"
386,,"20130118","Complaint"
386,94,"20121211","Routine - Unscheduled"
389,100,"20141217","Routine - Unscheduled"
389,100,"20131011","Routine - Unscheduled"
389,100,"20130228","Routine - Unscheduled"
393,90,"20150707","Routine - Unscheduled"
393,,"20140912","Complaint Reinspection/Followup"
393,,"20140818","Complaint"
393,,"20140807","Complaint"
393,94,"20140625","Routine - Unscheduled"
393,94,"20131223","Routine - Unscheduled"
393,96,"20130429","Routine - Unscheduled"
393,98,"20120912","Routine - Unscheduled"
394,100,"20140625","Routine - Unscheduled"
394,100,"20140124","Routine - Unscheduled"
394,100,"20130509","Routine - Unscheduled"
394,100,"20120921","Routine - Unscheduled"
395,100,"20140625","Routine - Unscheduled"
395,98,"20140123","Routine - Unscheduled"
395,100,"20130509","Routine - Unscheduled"
395,100,"20120921","Routine - Unscheduled"
397,,"20150115","New Construction"
397,,"20150113","New Construction"
397,96,"20140624","Routine - Unscheduled"
397,100,"20140124","Routine - Unscheduled"
397,100,"20130509","Routine - Unscheduled"
397,100,"20120921","Routine - Unscheduled"
400,94,"20140613","Routine - Unscheduled"
400,100,"20130801","Routine - Unscheduled"
403,81,"20150723","Routine - Unscheduled"
403,85,"20140530","Routine - Unscheduled"
403,94,"20131127","Routine - Unscheduled"
403,91,"20130528","Routine - Unscheduled"
403,92,"20121120","Routine - Unscheduled"
409,98,"20150414","Routine - Unscheduled"
409,100,"20130614","Routine - Unscheduled"
409,,"20130614","Complaint"
413,87,"20140627","Routine - Unscheduled"
413,84,"20130917","Routine - Unscheduled"
413,,"20121114","Reinspection/Followup"
413,76,"20120904","Routine - Unscheduled"
415,,"20140805","Reinspection/Followup"
415,87,"20140729","Routine - Unscheduled"
415,83,"20140124","Routine - Unscheduled"
415,,"20130709","Reinspection/Followup"
415,,"20130702","Reinspection/Followup"
415,,"20130628","Reinspection/Followup"
415,,"20130514","Complaint"
415,82,"20130514","Routine - Unscheduled"
415,,"20130111","Routine - Scheduled"
415,87,"20130110","Routine - Unscheduled"
420,,"20150324","Reinspection/Followup"
420,,"20150109","Reinspection/Followup"
420,72,"20150108","Routine - Unscheduled"
420,,"20140527","Reinspection/Followup"
420,86,"20140520","Routine - Unscheduled"
420,,"20121130","Reinspection/Followup"
420,,"20121119","Reinspection/Followup"
420,88,"20121105","Routine - Unscheduled"
421,,"20141103","Reinspection/Followup"
421,79,"20141021","Routine - Unscheduled"
421,94,"20130510","Routine - Unscheduled"
421,98,"20121012","Routine - Unscheduled"
422,86,"20140626","Routine - Unscheduled"
422,75,"20131119","Routine - Unscheduled"
422,,"20130129","Reinspection/Followup"
422,83,"20130128","Routine - Unscheduled"
423,,"20141209","Foodborne Illness Investigation"
423,85,"20141209","Routine - Unscheduled"
423,,"20140908","Non-inspection site visit"
423,,"20140725","Reinspection/Followup"
423,88,"20140716","Routine - Unscheduled"
423,,"20131011","Reinspection/Followup"
423,77,"20131001","Routine - Unscheduled"
423,,"20130708","Reinspection/Followup"
423,,"20130628","Reinspection/Followup"
423,96,"20130628","Routine - Unscheduled"
424,,"20150603","Reinspection/Followup"
424,81,"20150505","Routine - Unscheduled"
424,94,"20140410","Routine - Unscheduled"
424,,"20130927","Reinspection/Followup"
424,,"20130918","Reinspection/Followup"
424,,"20130830","Reinspection/Followup"
424,94,"20130821","Routine - Unscheduled"
424,100,"20121119","Routine - Unscheduled"
425,,"20150220","Reinspection/Followup"
425,90,"20150211","Routine - Unscheduled"
425,92,"20140328","Routine - Unscheduled"
425,,"20130702","Reinspection/Followup"
425,,"20130628","Complaint"
425,85,"20130628","Routine - Unscheduled"
425,,"20121105","Reinspection/Followup"
425,87,"20121026","Routine - Unscheduled"
428,100,"20150427","Routine - Unscheduled"
428,100,"20140826","Routine - Unscheduled"
428,,"20140314","Reinspection/Followup"
428,100,"20140306","Routine - Unscheduled"
428,100,"20130314","Routine - Unscheduled"
428,100,"20120928","Routine - Unscheduled"
429,,"20150324","Reinspection/Followup"
429,,"20150226","Reinspection/Followup"
429,82,"20150223","Routine - Unscheduled"
429,92,"20140521","Routine - Unscheduled"
429,96,"20121115","Routine - Unscheduled"
430,86,"20150114","Routine - Unscheduled"
430,91,"20140522","Routine - Unscheduled"
430,98,"20121114","Routine - Unscheduled"
431,,"20150112","Reinspection/Followup"
431,91,"20141119","Routine - Unscheduled"
431,98,"20131029","Routine - Unscheduled"
431,,"20121128","Reinspection/Followup"
431,,"20121128","Reinspection/Followup"
431,90,"20121114","Routine - Unscheduled"
435,96,"20140827","Routine - Unscheduled"
435,94,"20140108","Routine - Unscheduled"
435,94,"20130415","Routine - Unscheduled"
436,,"20141117","Reinspection/Followup"
